Word/Phrase,Effort Score,Hits,Grid Name,Actual Position X,Actual Position Y,XY,Path,Cell Type
lego,3.26,3,15b TOPICS Toys and Games pg1,960.0,324.0,"(2, 4)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15b TOPICS Toys and Games pg1,Regular
teddy,3.26,3,15b TOPICS Toys and Games pg1,960.0,972.0,"(5, 4)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15b TOPICS Toys and Games pg1,Regular
comic,3.26,3,15b TOPICS Toys and Games pg1,960.0,108.0,"(1, 4)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15b TOPICS Toys and Games pg1,Regular
dressing,3.26,3,15b TOPICS Toys and Games pg1,137.14,972.0,"(5, 1)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15b TOPICS Toys and Games pg1,Regular
puppet,3.26,3,15b TOPICS Toys and Games pg1,685.71,1188.0,"(6, 3)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15b TOPICS Toys and Games pg1,Regular
costume,3.26,3,15b TOPICS Toys and Games pg1,411.43,972.0,"(5, 2)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15b TOPICS Toys and Games pg1,Regular
water,3.26,3,15b TOPICS Toys and Games pg1,411.43,1188.0,"(6, 2)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15b TOPICS Toys and Games pg1,Regular
doll,3.26,3,15b TOPICS Toys and Games pg1,685.71,972.0,"(5, 3)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15b TOPICS Toys and Games pg1,Regular
euro,4.26,4,15x TOPICS Money pg2,411.43,108.0,"(1, 2)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15x TOPICS Money pg1 -> 15x TOPICS Money pg2,Regular
dollar,4.26,4,15x TOPICS Money pg2,685.71,108.0,"(1, 3)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15x TOPICS Money pg1 -> 15x TOPICS Money pg2,Regular
money,4.26,4,15x TOPICS Money pg2,137.14,108.0,"(1, 1)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15x TOPICS Money pg1 -> 15x TOPICS Money pg2,Regular
it,8.26,8,08x LEISURE blank 1 core TEEN,411.43,108.0,"(1, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08x LEISURE blank 1 core TEEN,Regular
you,8.26,8,08x LEISURE blank 1 core TEEN,685.71,108.0,"(1, 3)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08x LEISURE blank 1 core TEEN,Regular
not,8.26,8,08x LEISURE blank 1 core TEEN,685.71,756.0,"(4, 3)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08x LEISURE blank 1 core TEEN,Regular
more,8.26,8,08x LEISURE blank 1 core TEEN,685.71,540.0,"(3, 3)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08x LEISURE blank 1 core TEEN,Regular
I,8.26,8,08x LEISURE blank 1 core TEEN,137.14,108.0,"(1, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08x LEISURE blank 1 core TEEN,Regular
in,8.26,8,08x LEISURE blank 1 core TEEN,411.43,756.0,"(4, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08x LEISURE blank 1 core TEEN,Regular
good,8.26,8,08x LEISURE blank 1 core TEEN,411.43,540.0,"(3, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08x LEISURE blank 1 core TEEN,Regular
see,8.26,8,08x LEISURE blank 1 core TEEN,137.14,540.0,"(3, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08x LEISURE blank 1 core TEEN,Regular
now,8.26,8,08x LEISURE blank 1 core TEEN,137.14,756.0,"(4, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08x LEISURE blank 1 core TEEN,Regular
want,8.26,8,08x LEISURE blank 1 core TEEN,137.14,324.0,"(2, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08x LEISURE blank 1 core TEEN,Regular
help,8.26,8,08x LEISURE blank 1 core TEEN,685.71,108.0,"(1, 3)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08x LEISURE blank 1 core TEEN,Regular
be,8.26,8,08x LEISURE blank 1 core TEEN,137.14,108.0,"(1, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 08a LEISURE activity index TEEN -> 08x LEISURE blank 1 core TEEN,Regular
tower,3.26,3,08h PLAY building core,137.14,1188.0,"(6, 1)",01 CORE pg1 -> 08a PLAY activity index -> 08h PLAY building core,Regular
build,3.26,3,08h PLAY building core,411.43,1188.0,"(6, 2)",01 CORE pg1 -> 08a PLAY activity index -> 08h PLAY building core,Regular
again,3.26,3,08h PLAY building core,137.14,972.0,"(5, 1)",01 CORE pg1 -> 08a PLAY activity index -> 08h PLAY building core,Regular
off,3.26,3,08h PLAY building core,685.71,1188.0,"(6, 3)",01 CORE pg1 -> 08a PLAY activity index -> 08h PLAY building core,Regular
big,3.26,3,08h PLAY building core,685.71,972.0,"(5, 3)",01 CORE pg1 -> 08a PLAY activity index -> 08h PLAY building core,Regular
brick,3.26,3,08h PLAY building core,411.43,972.0,"(5, 2)",01 CORE pg1 -> 08a PLAY activity index -> 08h PLAY building core,Regular
little,3.26,3,08h PLAY building core,960.0,972.0,"(5, 4)",01 CORE pg1 -> 08a PLAY activity index -> 08h PLAY building core,Regular
it,3.26,3,08h PLAY building core,411.43,108.0,"(1, 2)",01 CORE pg1 -> 08a PLAY activity index -> 08h PLAY building core,Regular
you,3.26,3,08h PLAY building core,685.71,108.0,"(1, 3)",01 CORE pg1 -> 08a PLAY activity index -> 08h PLAY building core,Regular
not,3.26,3,08h PLAY building core,685.71,756.0,"(4, 3)",01 CORE pg1 -> 08a PLAY activity index -> 08h PLAY building core,Regular
more,3.26,3,08h PLAY building core,685.71,540.0,"(3, 3)",01 CORE pg1 -> 08a PLAY activity index -> 08h PLAY building core,Regular
I,3.26,3,08h PLAY building core,137.14,108.0,"(1, 1)",01 CORE pg1 -> 08a PLAY activity index -> 08h PLAY building core,Regular
in,3.26,3,08h PLAY building core,411.43,756.0,"(4, 2)",01 CORE pg1 -> 08a PLAY activity index -> 08h PLAY building core,Regular
good,3.26,3,08h PLAY building core,411.43,540.0,"(3, 2)",01 CORE pg1 -> 08a PLAY activity index -> 08h PLAY building core,Regular
see,3.26,3,08h PLAY building core,137.14,540.0,"(3, 1)",01 CORE pg1 -> 08a PLAY activity index -> 08h PLAY building core,Regular
now,3.26,3,08h PLAY building core,137.14,756.0,"(4, 1)",01 CORE pg1 -> 08a PLAY activity index -> 08h PLAY building core,Regular
want,3.26,3,08h PLAY building core,137.14,324.0,"(2, 1)",01 CORE pg1 -> 08a PLAY activity index -> 08h PLAY building core,Regular
help,3.26,3,08h PLAY building core,685.71,108.0,"(1, 3)",01 CORE pg1 -> 08a PLAY activity index -> 08h PLAY building core,Regular
be,3.26,3,08h PLAY building core,137.14,108.0,"(1, 1)",01 CORE pg1 -> 08a PLAY activity index -> 08h PLAY building core,Regular
giggle,3.26,3,15w TOPICS Environmental Sounds,960.0,324.0,"(2, 4)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15w TOPICS Environmental Sounds,Regular
dog,3.26,3,15w TOPICS Environmental Sounds,411.43,108.0,"(1, 2)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15w TOPICS Environmental Sounds,Regular
scream,3.26,3,15w TOPICS Environmental Sounds,411.43,324.0,"(2, 2)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15w TOPICS Environmental Sounds,Regular
cow,3.26,3,15w TOPICS Environmental Sounds,137.14,108.0,"(1, 1)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15w TOPICS Environmental Sounds,Regular
kiss,3.26,3,15w TOPICS Environmental Sounds,685.71,324.0,"(2, 3)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15w TOPICS Environmental Sounds,Regular
crisps,3.26,3,15w TOPICS Environmental Sounds,685.71,540.0,"(3, 3)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15w TOPICS Environmental Sounds,Regular
horse,3.26,3,15w TOPICS Environmental Sounds,685.71,108.0,"(1, 3)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15w TOPICS Environmental Sounds,Regular
apple,3.26,3,15w TOPICS Environmental Sounds,960.0,540.0,"(3, 4)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15w TOPICS Environmental Sounds,Regular
camera,3.26,3,15w TOPICS Environmental Sounds,411.43,756.0,"(4, 2)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15w TOPICS Environmental Sounds,Regular
sound,3.26,3,15w TOPICS Environmental Sounds,137.14,108.0,"(1, 1)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15w TOPICS Environmental Sounds,Regular
frog,3.26,3,15w TOPICS Environmental Sounds,960.0,108.0,"(1, 4)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15w TOPICS Environmental Sounds,Regular
dinosaur,3.26,3,15w TOPICS Environmental Sounds,137.14,324.0,"(2, 1)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15w TOPICS Environmental Sounds,Regular
pig,3.26,3,15w TOPICS Environmental Sounds,411.43,108.0,"(1, 2)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15w TOPICS Environmental Sounds,Regular
lion,3.26,3,15w TOPICS Environmental Sounds,685.71,108.0,"(1, 3)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15w TOPICS Environmental Sounds,Regular
helicopter,3.26,3,15w TOPICS Environmental Sounds,411.43,1188.0,"(6, 2)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15w TOPICS Environmental Sounds,Regular
elephant,3.26,3,15w TOPICS Environmental Sounds,960.0,108.0,"(1, 4)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15w TOPICS Environmental Sounds,Regular
car,3.26,3,15w TOPICS Environmental Sounds,137.14,1188.0,"(6, 1)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15w TOPICS Environmental Sounds,Regular
horn,3.26,3,15w TOPICS Environmental Sounds,137.14,972.0,"(5, 1)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15w TOPICS Environmental Sounds,Regular
whistle,3.26,3,15w TOPICS Environmental Sounds,960.0,756.0,"(4, 4)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15w TOPICS Environmental Sounds,Regular
nose,3.26,3,15w TOPICS Environmental Sounds,137.14,540.0,"(3, 1)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15w TOPICS Environmental Sounds,Regular
gargling,3.26,3,15w TOPICS Environmental Sounds,411.43,540.0,"(3, 2)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15w TOPICS Environmental Sounds,Regular
bounce,3.26,3,15w TOPICS Environmental Sounds,960.0,1188.0,"(6, 4)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15w TOPICS Environmental Sounds,Regular
bang,3.26,3,15w TOPICS Environmental Sounds,960.0,972.0,"(5, 4)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15w TOPICS Environmental Sounds,Regular
phone,3.26,3,15w TOPICS Environmental Sounds,137.14,756.0,"(4, 1)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15w TOPICS Environmental Sounds,Regular
whizz,3.26,3,15w TOPICS Environmental Sounds,685.71,1188.0,"(6, 3)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15w TOPICS Environmental Sounds,Regular
trumpet,3.26,3,15w TOPICS Environmental Sounds,411.43,972.0,"(5, 2)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15w TOPICS Environmental Sounds,Regular
bells,3.26,3,15w TOPICS Environmental Sounds,685.71,756.0,"(4, 3)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15w TOPICS Environmental Sounds,Regular
drum,3.26,3,15w TOPICS Environmental Sounds,685.71,972.0,"(5, 3)",01 CORE pg1 -> 15aa TOPICS index pg1 -> 15w TOPICS Environmental Sounds,Regular
sex,9.26,9,15 TOPICS sexual health TEEN,685.71,108.0,"(1, 3)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15k TOPICS Health TEEN -> 15 TOPICS sexual health TEEN,Regular
cystitis,9.26,9,15 TOPICS sexual health TEEN,960.0,540.0,"(3, 4)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15k TOPICS Health TEEN -> 15 TOPICS sexual health TEEN,Regular
thrush,9.26,9,15 TOPICS sexual health TEEN,685.71,540.0,"(3, 3)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15k TOPICS Health TEEN -> 15 TOPICS sexual health TEEN,Regular
sexual,9.26,9,15 TOPICS sexual health TEEN,411.43,108.0,"(1, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15k TOPICS Health TEEN -> 15 TOPICS sexual health TEEN,Regular
lice,9.26,9,15 TOPICS sexual health TEEN,685.71,1188.0,"(6, 3)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15k TOPICS Health TEEN -> 15 TOPICS sexual health TEEN,Regular
sexual,9.26,9,15 TOPICS sexual health TEEN,137.14,108.0,"(1, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15k TOPICS Health TEEN -> 15 TOPICS sexual health TEEN,Regular
contraceptive,9.26,9,15 TOPICS sexual health TEEN,960.0,324.0,"(2, 4)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15k TOPICS Health TEEN -> 15 TOPICS sexual health TEEN,Regular
contraception,9.26,9,15 TOPICS sexual health TEEN,960.0,108.0,"(1, 4)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15k TOPICS Health TEEN -> 15 TOPICS sexual health TEEN,Regular
emergency,9.26,9,15 TOPICS sexual health TEEN,685.71,324.0,"(2, 3)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15k TOPICS Health TEEN -> 15 TOPICS sexual health TEEN,Regular
smear,9.26,9,15 TOPICS sexual health TEEN,137.14,540.0,"(3, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15k TOPICS Health TEEN -> 15 TOPICS sexual health TEEN,Regular
itchy,9.26,9,15 TOPICS sexual health TEEN,960.0,1188.0,"(6, 4)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15k TOPICS Health TEEN -> 15 TOPICS sexual health TEEN,Regular
coil,9.26,9,15 TOPICS sexual health TEEN,137.14,324.0,"(2, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15k TOPICS Health TEEN -> 15 TOPICS sexual health TEEN,Regular
safe,9.26,9,15 TOPICS sexual health TEEN,137.14,108.0,"(1, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15k TOPICS Health TEEN -> 15 TOPICS sexual health TEEN,Regular
condom,9.26,9,15 TOPICS sexual health TEEN,137.14,756.0,"(4, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15k TOPICS Health TEEN -> 15 TOPICS sexual health TEEN,Regular
prostate,9.26,9,15 TOPICS sexual health TEEN,411.43,756.0,"(4, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15k TOPICS Health TEEN -> 15 TOPICS sexual health TEEN,Regular
STD,9.26,9,15 TOPICS sexual health TEEN,137.14,972.0,"(5, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15k TOPICS Health TEEN -> 15 TOPICS sexual health TEEN,Regular
HIV,9.26,9,15 TOPICS sexual health TEEN,411.43,972.0,"(5, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15k TOPICS Health TEEN -> 15 TOPICS sexual health TEEN,Regular
crabs,9.26,9,15 TOPICS sexual health TEEN,411.43,1188.0,"(6, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15k TOPICS Health TEEN -> 15 TOPICS sexual health TEEN,Regular
chlamydia,9.26,9,15 TOPICS sexual health TEEN,137.14,1188.0,"(6, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15k TOPICS Health TEEN -> 15 TOPICS sexual health TEEN,Regular
aids,9.26,9,15 TOPICS sexual health TEEN,685.71,972.0,"(5, 3)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15k TOPICS Health TEEN -> 15 TOPICS sexual health TEEN,Regular
contraceptive,9.26,9,15 TOPICS sexual health TEEN,411.43,324.0,"(2, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15k TOPICS Health TEEN -> 15 TOPICS sexual health TEEN,Regular
breast,9.26,9,15 TOPICS sexual health TEEN,411.43,540.0,"(3, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15k TOPICS Health TEEN -> 15 TOPICS sexual health TEEN,Regular
warts,9.26,9,15 TOPICS sexual health TEEN,960.0,972.0,"(5, 4)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 15aa TOPICS index pg1 TEEN -> 15k TOPICS Health TEEN -> 15 TOPICS sexual health TEEN,Regular
position,4.26,4,11 POSITION expanded pg2,137.14,108.0,"(1, 1)",01 CORE pg1 -> 11 POSITION core -> 11 POSITION expanded pg1 -> 11 POSITION expanded pg2,Regular
above,4.26,4,11 POSITION expanded pg2,411.43,108.0,"(1, 2)",01 CORE pg1 -> 11 POSITION core -> 11 POSITION expanded pg1 -> 11 POSITION expanded pg2,Regular
below,4.26,4,11 POSITION expanded pg2,685.71,108.0,"(1, 3)",01 CORE pg1 -> 11 POSITION core -> 11 POSITION expanded pg1 -> 11 POSITION expanded pg2,Regular
character,5.26,5,16e SCHOOL Stories Expanded,137.14,540.0,"(3, 1)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16e SCHOOL Stories Core -> 16e SCHOOL Stories Expanded,Regular
title,5.26,5,16e SCHOOL Stories Expanded,411.43,540.0,"(3, 2)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16e SCHOOL Stories Core -> 16e SCHOOL Stories Expanded,Regular
funny,5.26,5,16e SCHOOL Stories Expanded,411.43,756.0,"(4, 2)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16e SCHOOL Stories Core -> 16e SCHOOL Stories Expanded,Regular
different,5.26,5,16e SCHOOL Stories Expanded,137.14,756.0,"(4, 1)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16e SCHOOL Stories Core -> 16e SCHOOL Stories Expanded,Regular
read,5.26,5,16e SCHOOL Stories Expanded,137.14,1188.0,"(6, 1)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16e SCHOOL Stories Core -> 16e SCHOOL Stories Expanded,Regular
choose,5.26,5,16e SCHOOL Stories Expanded,685.71,1188.0,"(6, 3)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16e SCHOOL Stories Core -> 16e SCHOOL Stories Expanded,Regular
turn,5.26,5,16e SCHOOL Stories Expanded,960.0,1188.0,"(6, 4)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16e SCHOOL Stories Core -> 16e SCHOOL Stories Expanded,Regular
page,5.26,5,16e SCHOOL Stories Expanded,685.71,540.0,"(3, 3)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16e SCHOOL Stories Core -> 16e SCHOOL Stories Expanded,Regular
chapter,5.26,5,16e SCHOOL Stories Expanded,960.0,540.0,"(3, 4)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16e SCHOOL Stories Core -> 16e SCHOOL Stories Expanded,Regular
picture,5.26,5,16e SCHOOL Stories Expanded,960.0,756.0,"(4, 4)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16e SCHOOL Stories Core -> 16e SCHOOL Stories Expanded,Regular
look,5.26,5,16e SCHOOL Stories Expanded,137.14,972.0,"(5, 1)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16e SCHOOL Stories Core -> 16e SCHOOL Stories Expanded,Regular
again,5.26,5,16e SCHOOL Stories Expanded,411.43,972.0,"(5, 2)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16e SCHOOL Stories Core -> 16e SCHOOL Stories Expanded,Regular
listen,5.26,5,16e SCHOOL Stories Expanded,411.43,1188.0,"(6, 2)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16e SCHOOL Stories Core -> 16e SCHOOL Stories Expanded,Regular
story,5.26,5,16e SCHOOL Stories Expanded,960.0,972.0,"(5, 4)",01 CORE pg1 -> 01 CORE pg2 -> 16 SCHOOL Core Index pg1 -> 16e SCHOOL Stories Core -> 16e SCHOOL Stories Expanded,Regular
News,10.26,10,23 APPS YouTube - 1-Click Search,137.14,108.0,"(1, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 19 MAGIC WAND TEEN -> 23 APPS menu TEEN -> 23 APPS YouTube - Home -> 23 APPS YouTube - 1-Click Search,WordList
TV,10.26,10,23 APPS YouTube - 1-Click Search,411.43,324.0,"(2, 2)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 19 MAGIC WAND TEEN -> 23 APPS menu TEEN -> 23 APPS YouTube - Home -> 23 APPS YouTube - 1-Click Search,WordList
Music,10.26,10,23 APPS YouTube - 1-Click Search,685.71,1188.0,"(6, 3)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 19 MAGIC WAND TEEN -> 23 APPS menu TEEN -> 23 APPS YouTube - Home -> 23 APPS YouTube - 1-Click Search,WordList
Film,10.26,10,23 APPS YouTube - 1-Click Search,137.14,324.0,"(2, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 19 MAGIC WAND TEEN -> 23 APPS menu TEEN -> 23 APPS YouTube - Home -> 23 APPS YouTube - 1-Click Search,WordList
Sport,10.26,10,23 APPS YouTube - 1-Click Search,137.14,540.0,"(3, 1)",01 CORE pg1 -> 19 MAGIC WAND -> 19 MAGIC WAND access settings -> 00 Choose Version -> 00 Teen and adult vocabulary -> 01 CORE pg1 TEEN -> 19 MAGIC WAND TEEN -> 23 APPS menu TEEN -> 23 APPS YouTube - Home -> 23 APPS YouTube - 1-Click Search,WordList
